0,Chevrolet Fleetline,39.99,,1949,1,Here,Red
0,Pontiac Streamliner,44.99,,1947,2,Here,Orange
0,Plymouth Suburban Wagon,45.99,,1957,1,Here,Red
0,Pontiac Bonneville,109.99,,1960,0,Sold,Yellow
0,Ford Fairlane,44.99,,,1,Coming,None
0,Hudson Commodore,79.99,,1951,1,Here,Yellow
0,Alfa Romeo Quadrifoglio,84.99,,,1,Here,Green
0,Plymouth Deluxe,54.99,,1940,3,Coming,Yellow
0,Chevy Chevelle,13.99,,1964,1,Here,Yellow
0,Pontiac Firebird 326,24.99,,1967,1,Here,Red
